,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
0,file.wav,24.98467120181406,0.17071683772679253,72.33579187704079,86.20344799601504,-2.937182484087989,89.14063048010303,13.03553726268711,171.06735474688833,596.6859586838817,76.64880233836169,520.0371563455201,62.926810754807455,649.7327367506257,1782.263760008645,2788.929714621032,385.46647070591985,569.4615516631463,730.8054255860711,290.02955710182863,356.6647509179846,373.2293275669822,3.15996915848919,4.960860131192939,1.507788054816982,2.289276594047788
