Unnamed: 0,Average Smile Score,Outer Eyebrow Height,Inner Eyebrow Height,Outer Lip Height,Inner Lip Height,Inner Eyebrow Distance,Lip Corner Distance,Eye Opening,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
0,12.0,14.0,29.0,28.0,7.0,27.0,85.0,10.0,video1_q1.mp3,12.942562358276644,0.013111818373674628,64.7982958069427,74.45497138541485,43.19284119670653,31.26213018870833,6.399614091549788,157.35245638828061,375.22313097529627,113.98396149591079,261.2391694793855,35.217576857633006,613.1644154278457,1699.1134757259936,2704.2313691100194,459.9504006443849,472.78546784921053,463.1831393695427,280.90740602343794,429.39812115332205,355.34018159697365,3.2317024165231225,5.072435847994521,1.6807130886249293,2.024218471578973
