,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
0,file.wav,7.662585034013605,0.012307420051746731,66.04640558506892,78.10456055167451,-2.934146664518862,81.03870721619337,17.23865530958911,156.67741531607857,461.59740259702016,112.45769133651625,349.13971126050393,38.83274536674536,827.7166622752845,1961.410549928073,2990.1825838283194,411.2087901080507,693.5454505073368,732.7401242026905,386.4600955829363,447.61420468888315,524.181690087334,3.1311108008704607,4.843967881314995,2.2104497777244396,3.607433955355558
